,Batch,Input_Feature,Length,Output_Feature,Kernel,Stride,Device,Time,Mult-Adds,Params
799,1,64,64,1024,64,64,cuda,0.0005519461631774903,4195328,4195328
800,1,64,64,2048,1,1,cuda,0.000190427303314209,8519680,133120
801,1,64,64,2048,1,4,cuda,0.00017064094543457032,2129920,133120
802,1,64,64,2048,1,8,cuda,0.00017551422119140624,1064960,133120
803,1,64,64,2048,1,16,cuda,0.0001715087890625,532480,133120
804,1,64,64,2048,1,64,cuda,0.00013049602508544923,133120,133120
805,1,64,64,2048,4,1,cuda,0.00020632505416870117,32106496,526336
806,1,64,64,2048,4,4,cuda,0.000176544189453125,8421376,526336
807,1,64,64,2048,4,8,cuda,0.00017778873443603517,4210688,526336
808,1,64,64,2048,4,16,cuda,0.0001778554916381836,2105344,526336
809,1,64,64,2048,4,64,cuda,0.0001467609405517578,526336,526336
810,1,64,64,2048,8,1,cuda,0.0002024221420288086,59885568,1050624
811,1,64,64,2048,8,4,cuda,0.00018481969833374025,15759360,1050624
812,1,64,64,2048,8,8,cuda,0.00018140792846679687,8404992,1050624
813,1,64,64,2048,8,16,cuda,0.00018163204193115236,4202496,1050624
814,1,64,64,2048,8,64,cuda,0.00013501644134521483,1050624,1050624
815,1,64,64,2048,16,1,cuda,0.00024392366409301759,102860800,2099200
816,1,64,64,2048,16,4,cuda,0.00023760318756103517,27289600,2099200
817,1,64,64,2048,16,8,cuda,0.0002370142936706543,14694400,2099200
818,1,64,64,2048,16,16,cuda,0.0002528595924377441,8396800,2099200
819,1,64,64,2048,16,64,cuda,0.000250399112701416,2099200,2099200
820,1,64,64,2048,64,1,cuda,0.0009309983253479004,8390656,8390656
821,1,64,64,2048,64,4,cuda,0.0009138846397399903,8390656,8390656
822,1,64,64,2048,64,8,cuda,0.0009207987785339356,8390656,8390656
823,1,64,64,2048,64,16,cuda,0.0009156370162963867,8390656,8390656
824,1,64,64,2048,64,64,cuda,0.0009309911727905274,8390656,8390656
825,1,64,256,16,1,1,cuda,0.00018096446990966796,266240,1040
826,1,64,256,16,1,4,cuda,0.00014109134674072265,66560,1040
827,1,64,256,16,1,8,cuda,0.00013277530670166015,33280,1040
828,1,64,256,16,1,16,cuda,0.00013199806213378906,16640,1040
829,1,64,256,16,1,64,cuda,0.00013245344161987304,4160,1040
830,1,64,256,16,4,1,cuda,0.00012944459915161132,1040336,4112
831,1,64,256,16,4,4,cuda,0.00014842033386230468,263168,4112
832,1,64,256,16,4,8,cuda,0.00013028860092163087,131584,4112
833,1,64,256,16,4,16,cuda,0.00012980699539184571,65792,4112
834,1,64,256,16,4,64,cuda,0.00013211488723754883,16448,4112
835,1,64,256,16,8,1,cuda,0.00013073205947875978,2043792,8208
836,1,64,256,16,8,4,cuda,0.0001282525062561035,517104,8208
837,1,64,256,16,8,8,cuda,0.0001367330551147461,262656,8208
838,1,64,256,16,8,16,cuda,0.00014814376831054688,131328,8208
839,1,64,256,16,8,64,cuda,0.00012942075729370118,32832,8208
840,1,64,256,16,16,1,cuda,0.00013007402420043947,3952400,16400
841,1,64,256,16,16,4,cuda,0.0001335430145263672,1000400,16400
842,1,64,256,16,16,8,cuda,0.00017444372177124022,508400,16400
843,1,64,256,16,16,16,cuda,0.0001674199104309082,262400,16400
844,1,64,256,16,16,64,cuda,0.00015743255615234376,65600,16400
845,1,64,256,16,64,1,cuda,0.0005240178108215332,12651536,65552
846,1,64,256,16,64,4,cuda,0.000259852409362793,3212048,65552
847,1,64,256,16,64,8,cuda,0.00028424501419067384,1638800,65552
848,1,64,256,16,64,16,cuda,0.0002837872505187988,852176,65552
849,1,64,256,16,64,64,cuda,0.0002814269065856934,262208,65552
850,1,64,256,64,1,1,cuda,0.00016336202621459962,1064960,4160
851,1,64,256,64,1,4,cuda,0.0001625251770019531,266240,4160
852,1,64,256,64,1,8,cuda,0.0001671886444091797,133120,4160
853,1,64,256,64,1,16,cuda,0.00021587133407592772,66560,4160
854,1,64,256,64,1,64,cuda,0.00022586345672607423,16640,4160
855,1,64,256,64,4,1,cuda,0.0001250624656677246,4161344,16448
856,1,64,256,64,4,4,cuda,0.00012790203094482423,1052672,16448
857,1,64,256,64,4,8,cuda,0.0001397371292114258,526336,16448
858,1,64,256,64,4,16,cuda,0.0001625680923461914,263168,16448
859,1,64,256,64,4,64,cuda,0.0001287698745727539,65792,16448
860,1,64,256,64,8,1,cuda,0.00016935110092163085,8175168,32832
861,1,64,256,64,8,4,cuda,0.0001525592803955078,2068416,32832
862,1,64,256,64,8,8,cuda,0.00017365217208862305,1050624,32832
863,1,64,256,64,8,16,cuda,0.0001398921012878418,525312,32832
864,1,64,256,64,8,64,cuda,0.00014006137847900391,131328,32832
865,1,64,256,64,16,1,cuda,0.00018370866775512695,15809600,65600
866,1,64,256,64,16,4,cuda,0.00019973039627075196,4001600,65600
867,1,64,256,64,16,8,cuda,0.00015127182006835938,2033600,65600
868,1,64,256,64,16,16,cuda,0.00011411428451538086,1049600,65600
869,1,64,256,64,16,64,cuda,0.00010990381240844727,262400,65600
870,1,64,256,64,64,1,cuda,0.00047748327255249024,50606144,262208
871,1,64,256,64,64,4,cuda,0.0002821445465087891,12848192,262208
872,1,64,256,64,64,8,cuda,0.00023955106735229492,6555200,262208
873,1,64,256,64,64,16,cuda,0.00024106025695800782,3408704,262208
874,1,64,256,64,64,64,cuda,0.00023477315902709962,1048832,262208
875,1,64,256,256,1,1,cuda,0.00012201786041259765,4259840,16640
876,1,64,256,256,1,4,cuda,0.00015623331069946288,1064960,16640
877,1,64,256,256,1,8,cuda,0.00012125492095947265,532480,16640
878,1,64,256,256,1,16,cuda,0.00011961221694946289,266240,16640
879,1,64,256,256,1,64,cuda,0.0001190185546875,66560,16640
880,1,64,256,256,4,1,cuda,9.502649307250976e-05,16645376,65792
881,1,64,256,256,4,4,cuda,9.160757064819336e-05,4210688,65792
882,1,64,256,256,4,8,cuda,9.230375289916992e-05,2105344,65792
883,1,64,256,256,4,16,cuda,9.387969970703125e-05,1052672,65792
884,1,64,256,256,4,64,cuda,0.00012535810470581054,263168,65792
885,1,64,256,256,8,1,cuda,9.911775588989258e-05,32700672,131328
886,1,64,256,256,8,4,cuda,9.48786735534668e-05,8273664,131328
887,1,64,256,256,8,8,cuda,9.191036224365234e-05,4202496,131328
888,1,64,256,256,8,16,cuda,0.00013171672821044923,2101248,131328
889,1,64,256,256,8,64,cuda,0.00010010242462158203,525312,131328
890,1,64,256,256,16,1,cuda,0.00013137578964233398,63238400,262400
891,1,64,256,256,16,4,cuda,0.00011066675186157227,16006400,262400
892,1,64,256,256,16,8,cuda,0.00014366865158081055,8134400,262400
893,1,64,256,256,16,16,cuda,0.00011293411254882813,4198400,262400
894,1,64,256,256,16,64,cuda,0.00011134862899780273,1049600,262400
895,1,64,256,256,64,1,cuda,0.0004859423637390137,202424576,1048832
896,1,64,256,256,64,4,cuda,0.00026367664337158204,51392768,1048832
897,1,64,256,256,64,8,cuda,0.00029415130615234375,26220800,1048832
898,1,64,256,256,64,16,cuda,0.00028397321701049803,13634816,1048832
899,1,64,256,256,64,64,cuda,0.00029671669006347656,4195328,1048832
900,1,64,256,1024,1,1,cuda,0.0001309823989868164,17039360,66560
901,1,64,256,1024,1,4,cuda,0.00014100313186645507,4259840,66560
902,1,64,256,1024,1,8,cuda,0.00011882781982421874,2129920,66560
903,1,64,256,1024,1,16,cuda,0.00012289524078369141,1064960,66560
904,1,64,256,1024,1,64,cuda,0.00015069484710693358,266240,66560
905,1,64,256,1024,4,1,cuda,0.0002113676071166992,66581504,263168
906,1,64,256,1024,4,4,cuda,0.00013252973556518555,16842752,263168
907,1,64,256,1024,4,8,cuda,0.0001485753059387207,8421376,263168
908,1,64,256,1024,4,16,cuda,0.00013065338134765625,4210688,263168
909,1,64,256,1024,4,64,cuda,0.0001251697540283203,1052672,263168
910,1,64,256,1024,8,1,cuda,0.00014737606048583984,130802688,525312
911,1,64,256,1024,8,4,cuda,0.0001657843589782715,33094656,525312
912,1,64,256,1024,8,8,cuda,0.00014683246612548828,16809984,525312
913,1,64,256,1024,8,16,cuda,0.00015555620193481446,8404992,525312
914,1,64,256,1024,8,64,cuda,0.0001471257209777832,2101248,525312
915,1,64,256,1024,16,1,cuda,0.00020481109619140624,252953600,1049600
916,1,64,256,1024,16,4,cuda,0.00020435810089111328,64025600,1049600
917,1,64,256,1024,16,8,cuda,0.00023874998092651367,32537600,1049600
918,1,64,256,1024,16,16,cuda,0.00020242691040039062,16793600,1049600
919,1,64,256,1024,16,64,cuda,0.00019794940948486328,4198400,1049600
920,1,64,256,1024,64,1,cuda,0.0005576157569885254,809698304,4195328
921,1,64,256,1024,64,4,cuda,0.00044019222259521483,205571072,4195328
922,1,64,256,1024,64,8,cuda,0.0003673195838928223,104883200,4195328
923,1,64,256,1024,64,16,cuda,0.000346071720123291,54539264,4195328
924,1,64,256,1024,64,64,cuda,0.00034688472747802736,16781312,4195328
925,1,64,256,2048,1,1,cuda,0.00013144493103027345,34078720,133120
926,1,64,256,2048,1,4,cuda,0.0001264357566833496,8519680,133120
927,1,64,256,2048,1,8,cuda,0.000129239559173584,4259840,133120
928,1,64,256,2048,1,16,cuda,0.00016855955123901367,2129920,133120
929,1,64,256,2048,1,64,cuda,0.00012799501419067383,532480,133120
930,1,64,256,2048,4,1,cuda,0.00015606880187988282,133163008,526336
931,1,64,256,2048,4,4,cuda,0.00013718605041503906,33685504,526336
932,1,64,256,2048,4,8,cuda,0.00013935089111328125,16842752,526336
933,1,64,256,2048,4,16,cuda,0.000166015625,8421376,526336
934,1,64,256,2048,4,64,cuda,0.00015537500381469728,2105344,526336
935,1,64,256,2048,8,1,cuda,0.00019954681396484376,261605376,1050624
936,1,64,256,2048,8,4,cuda,0.0001600503921508789,66189312,1050624
937,1,64,256,2048,8,8,cuda,0.0001568913459777832,33619968,1050624
938,1,64,256,2048,8,16,cuda,0.0001546311378479004,16809984,1050624
939,1,64,256,2048,8,64,cuda,0.00015178442001342773,4202496,1050624
940,1,64,256,2048,16,1,cuda,0.00032007455825805664,505907200,2099200
941,1,64,256,2048,16,4,cuda,0.00023092746734619142,128051200,2099200
942,1,64,256,2048,16,8,cuda,0.00023902177810668945,65075200,2099200
943,1,64,256,2048,16,16,cuda,0.00024026155471801758,33587200,2099200
944,1,64,256,2048,16,64,cuda,0.00022856950759887697,8396800,2099200
945,1,64,256,2048,64,1,cuda,0.0011094856262207032,1619396608,8390656
946,1,64,256,2048,64,4,cuda,0.0007151913642883301,411142144,8390656
947,1,64,256,2048,64,8,cuda,0.00048232555389404296,209766400,8390656
948,1,64,256,2048,64,16,cuda,0.0004703497886657715,109078528,8390656
949,1,64,256,2048,64,64,cuda,0.00043938398361206057,33562624,8390656
950,1,64,1024,16,1,1,cuda,0.00010061979293823242,1064960,1040
951,1,64,1024,16,1,4,cuda,0.00020023107528686524,266240,1040
952,1,64,1024,16,1,8,cuda,0.00022587060928344727,133120,1040
953,1,64,1024,16,1,16,cuda,0.00022852182388305664,66560,1040
954,1,64,1024,16,1,64,cuda,0.00020380735397338868,16640,1040
955,1,64,1024,16,4,1,cuda,0.0002675604820251465,4198352,4112
956,1,64,1024,16,4,4,cuda,0.0003942060470581055,1052672,4112
957,1,64,1024,16,4,8,cuda,0.0002603578567504883,526336,4112
958,1,64,1024,16,4,16,cuda,0.0002568960189819336,263168,4112
959,1,64,1024,16,4,64,cuda,0.00024354934692382812,65792,4112
960,1,64,1024,16,8,1,cuda,0.0002879500389099121,8347536,8208
961,1,64,1024,16,8,4,cuda,0.00022850513458251952,2093040,8208
962,1,64,1024,16,8,8,cuda,0.00022944927215576172,1050624,8208
963,1,64,1024,16,8,16,cuda,0.0002450013160705566,525312,8208
964,1,64,1024,16,8,64,cuda,0.00024852514266967776,131328,8208
965,1,64,1024,16,16,1,cuda,0.00024945974349975585,16547600,16400
966,1,64,1024,16,16,4,cuda,0.00024266481399536132,4149200,16400
967,1,64,1024,16,16,8,cuda,0.0002668476104736328,2082800,16400
968,1,64,1024,16,16,16,cuda,0.0002822470664978027,1049600,16400
969,1,64,1024,16,16,64,cuda,0.00025087833404541015,262400,16400
970,1,64,1024,16,64,1,cuda,0.0005363798141479492,62995472,65552
971,1,64,1024,16,64,4,cuda,0.0005719852447509765,15798032,65552
972,1,64,1024,16,64,8,cuda,0.000551614761352539,7931792,65552
973,1,64,1024,16,64,16,cuda,0.0005383706092834473,3998672,65552
974,1,64,1024,16,64,64,cuda,0.0005527877807617187,1048832,65552
975,1,64,1024,64,1,1,cuda,0.0001325106620788574,4259840,4160
976,1,64,1024,64,1,4,cuda,0.00016704559326171875,1064960,4160
977,1,64,1024,64,1,8,cuda,0.0001287841796875,532480,4160
978,1,64,1024,64,1,16,cuda,0.00012558698654174805,266240,4160
979,1,64,1024,64,1,64,cuda,0.0001289200782775879,66560,4160
980,1,64,1024,64,4,1,cuda,0.00013220548629760742,16793408,16448
981,1,64,1024,64,4,4,cuda,0.0001327657699584961,4210688,16448
982,1,64,1024,64,4,8,cuda,0.00013093948364257814,2105344,16448
983,1,64,1024,64,4,16,cuda,0.00015092849731445312,1052672,16448
984,1,64,1024,64,4,64,cuda,0.0001248478889465332,263168,16448
985,1,64,1024,64,8,1,cuda,0.00014572858810424805,33390144,32832
986,1,64,1024,64,8,4,cuda,0.00017012834548950197,8372160,32832
987,1,64,1024,64,8,8,cuda,0.00014623403549194336,4202496,32832
988,1,64,1024,64,8,16,cuda,0.0001519012451171875,2101248,32832
989,1,64,1024,64,8,64,cuda,0.00017380237579345704,525312,32832
990,1,64,1024,64,16,1,cuda,0.0002053070068359375,66190400,65600
991,1,64,1024,64,16,4,cuda,0.0001962137222290039,16596800,65600
992,1,64,1024,64,16,8,cuda,0.00020936250686645508,8331200,65600
993,1,64,1024,64,16,16,cuda,0.0002126169204711914,4198400,65600
994,1,64,1024,64,16,64,cuda,0.00020498037338256836,1049600,65600
995,1,64,1024,64,64,1,cuda,0.0005339717864990234,251981888,262208
996,1,64,1024,64,64,4,cuda,0.0005563783645629883,63192128,262208
997,1,64,1024,64,64,8,cuda,0.000537111759185791,31727168,262208
998,1,64,1024,64,64,16,cuda,0.0005358123779296875,15994688,262208
999,1,64,1024,64,64,64,cuda,0.0005497288703918457,4195328,262208
1000,1,64,1024,256,1,1,cuda,0.00012892484664916992,17039360,16640
1001,1,64,1024,256,1,4,cuda,0.00012449502944946288,4259840,16640
1002,1,64,1024,256,1,8,cuda,0.00017071247100830078,2129920,16640
1003,1,64,1024,256,1,16,cuda,0.0001425504684448242,1064960,16640
1004,1,64,1024,256,1,64,cuda,0.00012700319290161134,266240,16640
1005,1,64,1024,256,4,1,cuda,0.00012934446334838867,67173632,65792
1006,1,64,1024,256,4,4,cuda,0.00012586832046508788,16842752,65792
1007,1,64,1024,256,4,8,cuda,0.00013643264770507813,8421376,65792
1008,1,64,1024,256,4,16,cuda,0.00012783288955688476,4210688,65792
1009,1,64,1024,256,4,64,cuda,0.00013291358947753907,1052672,65792
1010,1,64,1024,256,8,1,cuda,0.00018705129623413085,133560576,131328
1011,1,64,1024,256,8,4,cuda,0.0001466679573059082,33488640,131328
1012,1,64,1024,256,8,8,cuda,0.0001480722427368164,16809984,131328
1013,1,64,1024,256,8,16,cuda,0.00015360832214355468,8404992,131328
1014,1,64,1024,256,8,64,cuda,0.00015234947204589844,2101248,131328
1015,1,64,1024,256,16,1,cuda,0.00020302534103393554,264761600,262400
1016,1,64,1024,256,16,4,cuda,0.00028192520141601563,66387200,262400
1017,1,64,1024,256,16,8,cuda,0.0002691841125488281,33324800,262400
1018,1,64,1024,256,16,16,cuda,0.00026062488555908206,16793600,262400
1019,1,64,1024,256,16,64,cuda,0.00027472734451293944,4198400,262400
1020,1,64,1024,256,64,1,cuda,0.0005987882614135742,1007927552,1048832
1021,1,64,1024,256,64,4,cuda,0.0005410194396972656,252768512,1048832
1022,1,64,1024,256,64,8,cuda,0.0005136394500732422,126908672,1048832
1023,1,64,1024,256,64,16,cuda,0.0005097317695617675,63978752,1048832
1024,1,64,1024,256,64,64,cuda,0.0005306363105773926,16781312,1048832
1025,1,64,1024,1024,1,1,cuda,0.0002980971336364746,68157440,66560
1026,1,64,1024,1024,1,4,cuda,0.00022964954376220704,17039360,66560
1027,1,64,1024,1024,1,8,cuda,0.0002393031120300293,8519680,66560
1028,1,64,1024,1024,1,16,cuda,0.00024519920349121095,4259840,66560
1029,1,64,1024,1024,1,64,cuda,0.00014563322067260743,1064960,66560
1030,1,64,1024,1024,4,1,cuda,0.00024667263031005857,268694528,263168
1031,1,64,1024,1024,4,4,cuda,0.0001311182975769043,67371008,263168
1032,1,64,1024,1024,4,8,cuda,0.00014628171920776366,33685504,263168
1033,1,64,1024,1024,4,16,cuda,0.0001354241371154785,16842752,263168
1034,1,64,1024,1024,4,64,cuda,0.00012878179550170898,4210688,263168
1035,1,64,1024,1024,8,1,cuda,0.00032030344009399415,534242304,525312
1036,1,64,1024,1024,8,4,cuda,0.00017464637756347656,133954560,525312
1037,1,64,1024,1024,8,8,cuda,0.0001463651657104492,67239936,525312
1038,1,64,1024,1024,8,16,cuda,0.00016411066055297853,33619968,525312
1039,1,64,1024,1024,8,64,cuda,0.00015169620513916015,8404992,525312
1040,1,64,1024,1024,16,1,cuda,0.0006465816497802734,1059046400,1049600
1041,1,64,1024,1024,16,4,cuda,0.0002839469909667969,265548800,1049600
1042,1,64,1024,1024,16,8,cuda,0.00023717164993286132,133299200,1049600
1043,1,64,1024,1024,16,16,cuda,0.0002240443229675293,67174400,1049600
1044,1,64,1024,1024,16,64,cuda,0.00022215843200683593,16793600,1049600
1045,1,64,1024,1024,64,1,cuda,0.0020030617713928224,4031710208,4195328
1046,1,64,1024,1024,64,4,cuda,0.0009868955612182618,1011074048,4195328
1047,1,64,1024,1024,64,8,cuda,0.0009683561325073242,507634688,4195328
1048,1,64,1024,1024,64,16,cuda,0.0010316610336303712,255915008,4195328
1049,1,64,1024,1024,64,64,cuda,0.0010442614555358886,67125248,4195328
1050,1,64,1024,2048,1,1,cuda,0.0003538417816162109,136314880,133120
1051,1,64,1024,2048,1,4,cuda,0.00021086692810058595,34078720,133120
1052,1,64,1024,2048,1,8,cuda,0.00022481679916381837,17039360,133120
1053,1,64,1024,2048,1,16,cuda,0.00022849798202514648,8519680,133120
1054,1,64,1024,2048,1,64,cuda,0.00023442268371582031,2129920,133120
1055,1,64,1024,2048,4,1,cuda,0.0004638767242431641,537389056,526336
1056,1,64,1024,2048,4,4,cuda,0.00017642736434936524,134742016,526336
1057,1,64,1024,2048,4,8,cuda,0.00014299631118774414,67371008,526336
1058,1,64,1024,2048,4,16,cuda,0.00014095306396484376,33685504,526336
1059,1,64,1024,2048,4,64,cuda,0.00014728069305419922,8421376,526336
1060,1,64,1024,2048,8,1,cuda,0.0005676698684692383,1068484608,1050624
1061,1,64,1024,2048,8,4,cuda,0.0003081226348876953,267909120,1050624
1062,1,64,1024,2048,8,8,cuda,0.00020201921463012696,134479872,1050624
1063,1,64,1024,2048,8,16,cuda,0.00017813444137573242,67239936,1050624
1064,1,64,1024,2048,8,64,cuda,0.0001610398292541504,16809984,1050624
1065,1,64,1024,2048,16,1,cuda,0.0010854959487915038,2118092800,2099200
1066,1,64,1024,2048,16,4,cuda,0.00043451786041259766,531097600,2099200
1067,1,64,1024,2048,16,8,cuda,0.0002826213836669922,266598400,2099200
1068,1,64,1024,2048,16,16,cuda,0.0002619600296020508,134348800,2099200
1069,1,64,1024,2048,16,64,cuda,0.00025252580642700197,33587200,2099200
1070,1,64,1024,2048,64,1,cuda,0.004115009307861328,8063420416,8390656
1071,1,64,1024,2048,64,4,cuda,0.0012387561798095704,2022148096,8390656
1072,1,64,1024,2048,64,8,cuda,0.0010614824295043946,1015269376,8390656
1073,1,64,1024,2048,64,16,cuda,0.0011499309539794922,511830016,8390656
1074,1,64,1024,2048,64,64,cuda,0.0009131908416748046,134250496,8390656
1075,1,64,2048,16,1,1,cuda,0.0001631307601928711,2129920,1040
1076,1,64,2048,16,1,4,cuda,0.00013800144195556642,532480,1040
1077,1,64,2048,16,1,8,cuda,0.0001371645927429199,266240,1040
1078,1,64,2048,16,1,16,cuda,0.00013431787490844727,133120,1040
1079,1,64,2048,16,1,64,cuda,0.00013572454452514648,33280,1040
1080,1,64,2048,16,4,1,cuda,0.00018662691116333007,8409040,4112
1081,1,64,2048,16,4,4,cuda,0.00023760557174682618,2105344,4112
1082,1,64,2048,16,4,8,cuda,0.00021612882614135742,1052672,4112
1083,1,64,2048,16,4,16,cuda,0.0001699376106262207,526336,4112
1084,1,64,2048,16,4,64,cuda,0.0001775789260864258,131584,4112
1085,1,64,2048,16,8,1,cuda,0.0001799917221069336,16752528,8208
1086,1,64,2048,16,8,4,cuda,0.00023924589157104493,4194288,8208
1087,1,64,2048,16,8,8,cuda,0.0002185249328613281,2101248,8208
1088,1,64,2048,16,8,16,cuda,0.00017910003662109376,1050624,8208
1089,1,64,2048,16,8,64,cuda,0.00017416954040527343,262656,8208
1090,1,64,2048,16,16,1,cuda,0.0004594254493713379,33341200,16400
1091,1,64,2048,16,16,4,cuda,0.0002450442314147949,8347600,16400
1092,1,64,2048,16,16,8,cuda,0.0002261543273925781,4182000,16400
1093,1,64,2048,16,16,16,cuda,0.0002340531349182129,2099200,16400
1094,1,64,2048,16,16,64,cuda,0.0003002309799194336,524800,16400
1095,1,64,2048,16,64,1,cuda,0.0006316494941711426,130120720,65552
1096,1,64,2048,16,64,4,cuda,0.0007057642936706543,32579344,65552
1097,1,64,2048,16,64,8,cuda,0.0014518117904663086,16322448,65552
1098,1,64,2048,16,64,16,cuda,0.0013002395629882813,8194000,65552
1099,1,64,2048,16,64,64,cuda,0.0011976027488708495,2097664,65552
1100,1,64,2048,64,1,1,cuda,0.00017598152160644531,8519680,4160
1101,1,64,2048,64,1,4,cuda,0.00022364616394042968,2129920,4160
1102,1,64,2048,64,1,8,cuda,0.00016835451126098633,1064960,4160
1103,1,64,2048,64,1,16,cuda,0.0001721525192260742,532480,4160
1104,1,64,2048,64,1,64,cuda,0.0001700425148010254,133120,4160
1105,1,64,2048,64,4,1,cuda,0.00017936944961547853,33636160,16448
1106,1,64,2048,64,4,4,cuda,0.00020623445510864258,8421376,16448
1107,1,64,2048,64,4,8,cuda,0.00020899295806884767,4210688,16448
1108,1,64,2048,64,4,16,cuda,0.00017899274826049805,2105344,16448
1109,1,64,2048,64,4,64,cuda,0.00017473459243774414,526336,16448
1110,1,64,2048,64,8,1,cuda,0.00018298864364624023,67010112,32832
1111,1,64,2048,64,8,4,cuda,0.00020650863647460937,16777152,32832
1112,1,64,2048,64,8,8,cuda,0.00017705678939819336,8404992,32832
1113,1,64,2048,64,8,16,cuda,0.0001848006248474121,4202496,32832
1114,1,64,2048,64,8,64,cuda,0.00017798662185668945,1050624,32832
1115,1,64,2048,64,16,1,cuda,0.00025370359420776365,133364800,65600
1116,1,64,2048,64,16,4,cuda,0.0002736568450927734,33390400,65600
1117,1,64,2048,64,16,8,cuda,0.00024006366729736328,16728000,65600
1118,1,64,2048,64,16,16,cuda,0.0006001734733581543,8396800,65600
1119,1,64,2048,64,16,64,cuda,0.0006342864036560058,2099200,65600
1120,1,64,2048,64,64,1,cuda,0.0015034031867980956,520482880,262208
1121,1,64,2048,64,64,4,cuda,0.001655139923095703,130317376,262208
1122,1,64,2048,64,64,8,cuda,0.0013078141212463379,65289792,262208
1123,1,64,2048,64,64,16,cuda,0.0007350540161132812,32776000,262208
1124,1,64,2048,64,64,64,cuda,0.0007788586616516113,8390656,262208
1125,1,64,2048,256,1,1,cuda,0.00017747879028320312,34078720,16640
1126,1,64,2048,256,1,4,cuda,0.000225827693939209,8519680,16640
1127,1,64,2048,256,1,8,cuda,0.00021107196807861327,4259840,16640
1128,1,64,2048,256,1,16,cuda,0.00022055864334106446,2129920,16640
1129,1,64,2048,256,1,64,cuda,0.00016325712203979492,532480,16640
1130,1,64,2048,256,4,1,cuda,0.00019001483917236329,134544640,65792
1131,1,64,2048,256,4,4,cuda,0.0001824045181274414,33685504,65792
1132,1,64,2048,256,4,8,cuda,0.0002680802345275879,16842752,65792
1133,1,64,2048,256,4,16,cuda,0.0002434229850769043,8421376,65792
1134,1,64,2048,256,4,64,cuda,0.00021826505661010743,2105344,65792
1135,1,64,2048,256,8,1,cuda,0.0002902841567993164,268040448,131328
1136,1,64,2048,256,8,4,cuda,0.0004753422737121582,67108608,131328
1137,1,64,2048,256,8,8,cuda,0.0004639601707458496,33619968,131328
1138,1,64,2048,256,8,16,cuda,0.0005337023735046387,16809984,131328
1139,1,64,2048,256,8,64,cuda,0.0002802300453186035,4202496,131328
1140,1,64,2048,256,16,1,cuda,0.00043759346008300783,533459200,262400
1141,1,64,2048,256,16,4,cuda,0.00038051843643188476,133561600,262400
1142,1,64,2048,256,16,8,cuda,0.0004042506217956543,66912000,262400
1143,1,64,2048,256,16,16,cuda,0.0004916000366210938,33587200,262400
1144,1,64,2048,256,16,64,cuda,0.0004904675483703613,8396800,262400
1145,1,64,2048,256,64,1,cuda,0.0010771203041076661,2081931520,1048832
1146,1,64,2048,256,64,4,cuda,0.000987224578857422,521269504,1048832
1147,1,64,2048,256,64,8,cuda,0.0009618735313415527,261159168,1048832
1148,1,64,2048,256,64,16,cuda,0.0010065507888793945,131104000,1048832
1149,1,64,2048,256,64,64,cuda,0.0009168529510498047,33562624,1048832
1150,1,64,2048,1024,1,1,cuda,0.00027702808380126954,136314880,66560
1151,1,64,2048,1024,1,4,cuda,0.00018875837326049806,34078720,66560
1152,1,64,2048,1024,1,8,cuda,0.00017477989196777345,17039360,66560
1153,1,64,2048,1024,1,16,cuda,0.00017057180404663085,8519680,66560
1154,1,64,2048,1024,1,64,cuda,0.00018885374069213868,2129920,66560
1155,1,64,2048,1024,4,1,cuda,0.0003998088836669922,538178560,263168
1156,1,64,2048,1024,4,4,cuda,0.00024601221084594724,134742016,263168
1157,1,64,2048,1024,4,8,cuda,0.00018426179885864258,67371008,263168
1158,1,64,2048,1024,4,16,cuda,0.00017956018447875976,33685504,263168
1159,1,64,2048,1024,4,64,cuda,0.00019192218780517579,8421376,263168
1160,1,64,2048,1024,8,1,cuda,0.000609424114227295,1072161792,525312
1161,1,64,2048,1024,8,4,cuda,0.00032953500747680666,268434432,525312
1162,1,64,2048,1024,8,8,cuda,0.00021591663360595703,134479872,525312
1163,1,64,2048,1024,8,16,cuda,0.00022385358810424804,67239936,525312
1164,1,64,2048,1024,8,64,cuda,0.0001862192153930664,16809984,525312
1165,1,64,2048,1024,16,1,cuda,0.0010834217071533203,2133836800,1049600
1166,1,64,2048,1024,16,4,cuda,0.0004323339462280273,534246400,1049600
1167,1,64,2048,1024,16,8,cuda,0.00031250953674316406,267648000,1049600
1168,1,64,2048,1024,16,16,cuda,0.00029926300048828126,134348800,1049600
1169,1,64,2048,1024,16,64,cuda,0.00024964570999145506,33587200,1049600
1170,1,64,2048,1024,64,1,cuda,0.004015583992004395,8327726080,4195328
1171,1,64,2048,1024,64,4,cuda,0.0011789751052856444,2085078016,4195328
1172,1,64,2048,1024,64,8,cuda,0.0010344958305358886,1044636672,4195328
1173,1,64,2048,1024,64,16,cuda,0.001121528148651123,524416000,4195328
1174,1,64,2048,1024,64,64,cuda,0.0008802509307861328,134250496,4195328
1175,1,64,2048,2048,1,1,cuda,0.0004028964042663574,272629760,133120
1176,1,64,2048,2048,1,4,cuda,0.00020325660705566406,68157440,133120
1177,1,64,2048,2048,1,8,cuda,0.0001986813545227051,34078720,133120
1178,1,64,2048,2048,1,16,cuda,0.0001718735694885254,17039360,133120
1179,1,64,2048,2048,1,64,cuda,0.00019562244415283203,4259840,133120
